Recept ID,Receptnév,Elkészítése,Kép,Szenhidrat_g,Feherje_g,Zsir_g,Recept_Skálázhatóság,,
325,Tonhal-Sárgarépa-Jalapeno Maki,"1. Rizs/Quinoa főzése és ízesítése:
o A 40g gyorsfőzésű barna rizst (vagy quinoát) készítsd el a csomagoláson található utasítások szerint, a 120 ml vízzel és egy csipet sóval.
o Amíg a főtt rizs/quinoa még meleg, óvatosan keverd hozzá az almaecetet. Hagyd langyosra vagy szobahőmérsékletűre hűlni.
2. Töltelék előkészítése:
o A friss tonhalfilét (győződj meg róla, hogy friss és biztonságos nyers fogyasztásra, ha így tervezed) vágd kb. 1 cm vastag, hosszú csíkokra.
o A sárgarépát tisztítsd meg, és vágd vékony, gyufaszál méretű csíkokra.
o A jalapeno paprikát (ha használsz) mosd meg, és vágd vékony karikákra vagy csíkokra. A csípősség csökkentése érdekében távolítsd el a magokat és az ereket.
3. Maki tekercs összeállítása:
o Helyezd a nori lapot a fényesebbik oldalával lefelé egy bambusz sushi tekerőre (makisu), vagy ennek hiányában egy tiszta konyharuhára.
o Enyhén nedves kézzel oszlass el egy vékony, egyenletes réteg ízesített, kihűlt rizst/quinoát a nori lap kb. kétharmadán vagy háromnegyedén, a tőled távolabbi szélén hagyva egy kb. 2-3 cm-es üres sávot.
o A rizs/quinoa hozzád közelebb eső szélére, vízszintesen rendezz el egy sort a tonhal csíkokból, a sárgarépa csíkokból és (ha használsz) a jalapeno szeletekből.
o A nori lap üresen hagyott, távolabbi szélét enyhén nedvesítsd be egy kevés vízzel.
o A bambusz tekerő segítségével kezdd el szorosan feltekerni a nori lapot alulról felfelé, a tölteléket ""bezárva"". Tekerés közben enyhén nyomkodd meg a tekercset, hogy kompakt legyen. A benedvesített szél segít lezárni.
4. Szeletelés és tálalás:
o Egy nagyon éles, benedvesített pengéjű késsel vágd a tekercset először félbe, majd a feleket további 3-4 egyenlő darabra (így 6-8 szelet lesz a tekercsből). Minden vágás után érdemes a kést letörölni és újra benedvesíteni, hogy ne ragadjon.
o Rendezd el a maki szeleteket egy tálalótányéron. Kínálj mellé light, cukormentes szójaszószt és wasabit mártogatósnak, ízlés szerint.",https://drive.google.com/thumbnail?id=1cw3-Ws3Q56-Fn2QuFiwlFTBnsSd-w5PG,36,26,3,nem skálázható,,
326,Tonhal-Uborka Maki,"1. Rizs/Quinoa főzése:
o A gyorsfőzésű barna rizst (vagy quinoát) alaposan öblítsd át hideg folyó víz alatt.
o Tedd egy kisebb lábasba, öntsd fel a 150 ml vízzel (vagy a csomagoláson javasolt mennyiséggel). Forrald fel, majd vedd alacsonyra a lángot, fedd le, és párold puhára (gyorsfőzésű barna rizsnek kb. 10-15 perc, quinoának szintén kb. 15 perc).
o Ha megfőtt, húzd le a tűzről, és hagyd fedő alatt még 5-10 percig pihenni.
2. Rizs/Quinoa ízesítése:
o A megfőtt rizst/quinoát tedd át egy nem fém tálba. Amíg még meleg, óvatosan forgasd hozzá a cukormentes almaecetet és egy csipet sót. Ügyelj rá, hogy ne törd össze a szemeket.
o Hagyd teljesen kihűlni szobahőmérsékletűre (ezt meggyorsíthatod, ha legyezgeted).
3. Tonhal és uborka előkészítése:
o Győződj meg róla, hogy a tonhal friss és sushi minőségű. Éles késsel vágd kb. 1 cm vastag, hosszú csíkokra.
o Az uborkát mosd meg, és vágd vékony, gyufaszál méretű csíkokra. Ha szükséges, a magos közepét távolítsd el, hogy ne legyen túl vizes a tekercs.
4. Maki tekercsek összeállítása:
o Helyezz egy nori lapot a fényesebbik (sima) oldalával lefelé egy bambusz sushi tekerőre (makisu).
o Nedvesítsd be a kezedet egy kevés vízzel.
o A kihűlt, ízesített rizs/quinoa felét (ha 2 norilapot használsz) egyenletesen oszlasd el a nori lapon, úgy, hogy a felső (tőled távolabbi) szélén hagyj kb. 1-2 cm-es üres sávot.
o A rizs közepére, a hozzád közelebb eső harmadba fektess egy sorban egymás mellé a tonhal csíkok felét és az uborka csíkok felét.
o A nori lap felső, üresen hagyott szélét enyhén nedvesítsd be egy kevés vízzel.
o A bambusz tekerő segítségével kezdd el szorosan feltekerni a nori lapot alulról felfelé, az első tekerésnél a tölteléket jól ""bezárva"". Folytasd a tekerést, közben enyhén, de határozottan nyomkodd meg a tekercset. A benedvesített felső szél segít lezárni.
o Ismételd meg a folyamatot a másik nori lappal és a maradék hozzávalókkal.
5. Szeletelés és tálalás:
o Egy nagyon éles, benedvesített pengéjű késsel vágd a tekercseket először félbe, majd a feleket további 3-4 egyenlő darabra. Minden vágás után érdemes a kést letörölni és újra benedvesíteni.
o Rendezd el a tonhal-uborka maki szeleteket egy tálalótányéron. Kínáld mellé a light szójaszószt, wasabit és esetleg savanyított gyömbért.",https://drive.google.com/thumbnail?id=1DHqb-SPvfhSJETb_obfxeZaKhebG1ArP,41,28,3,Nem skálázható,,
327,Tonhalas Barna Rizs Saláta Kelkáposztával és Fokhagymás Öntettel,"1. Barna rizs főzése: A gyorsfőzésű barna rizst a kb. 100 ml vízzel és egy csipet sóval tedd fel főni a csomagoláson található utasítás szerint (általában kb. 10-12 percig fedő alatt, alacsony lángon). Ha kész, villával lazítsd fel, és hagyd kissé kihűlni.
2. Alapanyagok előkészítése (amíg a rizs fő/hűl):
o A sós lében eltett tonhalkonzervről alaposan csepegtesd le a vizet/levet. Egy villa segítségével kicsit törd át a tonhalat.
o A kelkáposzta leveleket mosd meg, szükség esetén a vastagabb középső eret vágd ki, majd vágd vékony csíkokra vagy reszeld le.
o A vöröshagymát pucold meg és vágd vékony félkarikákra vagy aprítsd fel.
o A fokhagymát pucold meg és nyomd össze vagy reszeld le.
o A friss petrezselymet aprítsd finomra.
3. Öntet elkészítése: Egy kisebb tálkában keverd simára az 5g olívaolajat, az almaecetet és az összenyomott fokhagymát. Add hozzá az aprított friss petrezselymet, sót és borsot ízlés szerint, majd keverd össze alaposan.
4. Saláta összeállítása: Egy nagyobb salátástálban óvatosan forgasd össze a kihűlt főtt barna rizst, a lecsepegtetett tonhalat, a vékonyra csíkozott kelkáposztát és a szeletelt vöröshagymát.
5. Tálalás: Öntsd a fokhagymás öntetet a tonhalas-rizses salátára, és óvatosan keverd át, hogy az ízek mindenhol összeérjenek. Azonnal fogyaszthatod, de hűtőben pihentetve az ízei még jobban összeérnek.",https://drive.google.com/thumbnail?id=1awLLbwhscAyoCMsjK6Rh5pwvokhdN3h-,44,24,7,Skálázható,,
328,Tonhalas Quinoa Saláta Paradicsommal és Uborkával,"1. Quinoa főzése: A quinoát alaposan öblítsd át hideg folyó víz alatt. Tedd egy kisebb lábasba, öntsd fel a 150 ml vízzel, adj hozzá egy csipet sót (ha szoktál), majd forrald fel. Forrás után vedd alacsonyra a lángot, fedd le, és főzd kb. 15-20 percig, amíg a víz teljesen felszívódik és a quinoa megpuhul. Ha kész, villával lazítsd fel, és hagyd kissé kihűlni.
2. Zöldségek előkészítése (amíg a quinoa fő/hűl):
o A koktélparadicsomokat mosd meg és vágd félbe.
o A kígyóuborkát mosd meg és vágd apró kockákra.
3. Tonhal előkészítése: Nyisd ki a tonhalkonzervet, és egy villa segítségével alaposan csepegtesd le róla az olajat.
4. Öntet elkészítése: Egy kis tálkában keverd össze az 1 teáskanál olívaolajat, az 1 evőkanál frissen facsart citromlevet és a szárított oregánót. Ízesítsd sóval és frissen őrölt fekete borssal. Alaposan keverd össze.
5. Saláta összeállítása: Egy közepes méretű tálban vagy közvetlenül a tálalótányéron óvatosan forgasd össze a főtt (és kissé kihűlt) quinoát, a lecsepegtetett (megnövelt mennyiségű) tonhalat, a félbevágott koktélparadicsomokat és a kockázott uborkát.
6. Tálalás: Locsold meg a salátát az elkészített öntettel, és óvatosan keverd át még egyszer. Azonnal fogyasztható, de hűtve is finom.",https://drive.google.com/thumbnail?id=1FGprV7gFdtHPWOofiHgqXPiBagtwCWK4,43,41,17,Skálázható,,
329,Tonhalas Quinoa Saláta Zöldbabbal és Friss Kapros Öntettel,"1. Quinoa főzése: A quinoát alaposan öblítsd át hideg folyó víz alatt egy sűrű szövésű szűrőben. Tedd fel főni a 150 ml vízzel és egy csipet sóval a csomagoláson található utasítás szerint (általában kb. 15-20 percig fedő alatt, alacsony lángon, amíg az összes vizet felszívja és megpuhul). Ha kész, villával lazítsd fel, és hagyd kissé kihűlni.
2. Zöldbab párolása: Amíg a quinoa fő, a fagyasztott zöldbabot párold meg enyhén sós vízben vagy gőz fölött kb. 5-7 perc alatt, amíg roppanósan puha lesz. Ha kész, azonnal öblítsd le hideg vízzel, hogy megőrizze élénk színét és ne főjön tovább. Alaposan csepegtesd le. Ha szükséges, vágd kisebb darabokra.
3. Többi hozzávaló előkészítése:
o A sós lében eltett tonhalkonzervről alaposan csepegtesd le a vizet/levet. Egy villa segítségével kicsit törd át a tonhalat.
o A lilahagymát pucold meg és aprítsd finomra.
o A friss kaprot mosd meg és aprítsd finomra.
4. Öntet elkészítése: Egy kisebb tálkában keverd simára az 5g olívaolajat, az almaecetet és a dijoni mustárt. Add hozzá az aprított friss kaprot, sót és borsot ízlés szerint, majd keverd össze alaposan.
5. Saláta összeállítása: Egy nagyobb salátástálban óvatosan forgasd össze a kihűlt főtt quinoát, a lecsepegtetett tonhalat, a párolt zöldbabot és az apróra vágott lilahagymát.
6. Tálalás: Öntsd a kapros öntetet a tonhalas-quinoás salátára, és óvatosan keverd át, hogy az ízek mindenhol összeérjenek. Azonnal fogyaszthatod, de hűtőben pihentetve az ízei még jobban összeérnek.",https://drive.google.com/thumbnail?id=11gHGgRhJF-tF7i9YbFkyAc5Jfbj38O0j,45,30,9,Skálázható,,
330,Tonhalas Szendvics Uborkával és Kaporral,"1. Kenyér pirítása: A szelet teljes kiőrlésű kovászos kenyeret pirítsd meg kenyérpirítóban vagy száraz serpenyőben ízlés szerint.
2. Tonhalkrém előkészítése: Nyisd ki a tonhalkonzervet, és alaposan csepegtesd le róla a sós levet. Tedd a lecsepegtetett tonhalat egy kis tálba, és egy villa segítségével törd át kissé. Add hozzá az olívaolajat, az aprított friss kaprot, sót és borsot ízlés szerint. Keverd össze óvatosan.
3. Uborka előkészítése: Mosd meg a kígyóuborkát, és vágd vékony szeletekre.
4. Szendvics összeállítása: Kend meg a pirított kenyérszeletet az elkészített kapros tonhalkrémmel.
5. Tálalás: Helyezd a vékony uborkaszeleteket a tonhalkrém tetejére. Díszítheted még egy kevés friss kaporral. Azonnal fogyaszd.",https://drive.google.com/thumbnail?id=18iOoXtpZ0pv-JRh1Bzmi1fN5EU-Nc1sO,18,16,6,Skálázható,,
331,Tonhalas Töltött Avokádó,"1. Avokádó előkészítése: Az avokádót vágd félbe hosszában, és távolítsd el a magját. Óvatosan kanalazd ki a húsát egy tálba úgy, hogy a héja egyben maradjon (ha abban szeretnéd tálalni), vagy egyszerűen csak kanalazd ki a teljes mennyiséget. Az avokádó húsát villával kicsit törd össze, de maradhatnak benne darabok. Azonnal locsold meg a citromlével, hogy ne barnuljon meg.
2. Tonhalkrém összeállítása: A lecsöpögtetett tonhalat add az összetört avokádóhoz. Keverd hozzá a finomra aprított lilahagymát és a felaprított friss kaprot vagy petrezselymet. Ízlés szerint sózd, borsozd (ezek nincsenek a listában, de javasoltak). Óvatosan forgasd össze az egészet.
3. Tálalás: A tonhalas avokádókrémet töltsd vissza az avokádóhéjakba (ha azokat használod ""tálkaként""), vagy egyszerűen halmozd egy tányérra. Kínáld mellé a szelet kovászos kenyeret (amit ízlés szerint meg is piríthatsz).",https://drive.google.com/thumbnail?id=1cIPNdYsialoRBb9PLNiBCgpzZWgVIjtv,24,26,12,Skálázható,,
332,Tonhalas basmati rizs saláta,"1. Rizs főzése: A 30 g basmati rizst főzd meg a csomagoláson található utasítás szerint (általában kétszeres mennyiségű, enyhén sós vízben kb. 10-12 perc alatt puhára fő). Ha kész, szűrd le (ha szükséges), és hagyd kihűlni vagy legalább langyosra hűlni.
2. Hozzávalók előkészítése: Amíg a rizs fő és hűl, készítsd elő a többi összetevőt. A tonhalkonzervről öntsd le a vizet/levet. Az uborkát mosd meg, és vágd apró kockákra vagy vékony félkarikákra.
3. Saláta összeállítása: Egy közepes méretű tálban keverd össze a főtt basmati rizst, a lecsöpögtetett tonhalat és a felkockázott uborkát.
4. Ízesítés: Locsold meg az 1 teáskanál olívaolajjal és a frissen facsart citromlével. Ízlés szerint sózd meg. Óvatosan forgasd össze az egészet, hogy az ízek jól eloszoljanak.
5. Tálalás: Azonnal tálalhatod, de jót tesz neki, ha fogyasztás előtt legalább 10-15 percre hűtőbe teszed, hogy az ízek összeérjenek.",https://drive.google.com/thumbnail?id=1W2jG1FxHMCs9L19yNeHMxAayh1fKBDfy,31,40,6,Skálázható,,
333,Tonhalas quinoa saláta,"Főzd meg a quinoát (kb. 15 perc). Amíg fő, kockázd fel a paradicsomot. Egy tálban keverd össze a lecsepegtetett tonhalat, a főtt quinoát, a felkockázott paradicsomot, az olívaolajat, a citromlevet és ízlés szerint sót.",https://drive.google.com/thumbnail?id=1damOWQBFuukC7CmzYhvhhrzGqLkX3t4i,30,31,13,Skálázható,,
334,Tonhalas tészta,"1. A teljes kiőrlésű tésztát főzd meg enyhén sós vízben a csomagoláson található utasítások szerint, amíg ""al dente"" (harapható keménységű) nem lesz. Mielőtt leszűröd, tegyél félre kb. ½ dl-t a tészta főzővizéből – erre szükség lehet a szósz hígításához. Ezután szűrd le a tésztát.
2. Amíg a tészta fő, készítsd elő a szósz alapját: a vöröshagymát és a fokhagymát tisztítsd meg, majd aprítsd finomra.
3. Egy tapadásmentes serpenyőt hevíts fel (ha használsz, most add hozzá az opcionális olívaolajat). Add hozzá az aprított vöröshagymát, és közepes lángon dinszteld üvegesre kb. 3-5 perc alatt. Ha olaj nélkül készíted, szükség szerint adj hozzá 1-2 evőkanál vizet, hogy ne égjen le.
4. Add a hagymához az aprított fokhagymát, és pirítsd együtt még kb. 1 percig, amíg a fokhagyma illata felszabadul, de mielőtt megbarnulna.
5. Tedd a serpenyőbe a lecsepegtetett tonhalkonzervet. Egy villa segítségével óvatosan törd kisebb darabokra, és keverd össze a hagymás-fokhagymás alappal. Pirítsd 1-2 percig.
6. Öntsd fel a light kókusztejjel. Ízesítsd sóval és frissen őrölt fekete borssal. Forrald fel, majd vedd alacsonyabbra a lángot, és főzd pár percig, amíg a szósz kissé besűrűsödik. Ha túl sűrűnek találod, adj hozzá egy keveset a félretett tésztafőző vízből.
7. A megfőtt, leszűrt tésztát forgasd össze alaposan a tonhalas-kókusztejes szósszal.
8. Azonnal tálald. Tálaláskor megszórhatod frissen aprított petrezselyemmel, és megcsepegtetheted egy kevés friss citromlével az extra frissességért.",https://drive.google.com/thumbnail?id=1fSA2ZGZMWoaU_ocB0Azp5l_olaxAYZl6,35,32,7,Skálázható,,
335,Tonhalas wrap,"1. Alapanyagok előkészítése:
o A tonhalkonzervről öntsd le a levét, és egy villával enyhén törd össze egy tálban.
o A madársalátát mosd meg és szükség esetén csepegtesd le.
o A lilahagymát pucold meg és vágd vékony félkarikákra vagy aprítsd fel.
o A kígyóuborkát mosd meg, és vágd vékony szeletekre, csíkokra vagy kis kockákra.
o A csemegeuborkát szintén vágd apróra vagy vékony szeletekre.
2. Tonhalkrém összeállítása: A lecsepegtetett tonhalhoz add hozzá a light majonézt, a cukormentes mustárt, az apróra vágott lilahagyma egy részét (a többit a friss zöldségekhez teheted), az aprított csemegeuborkát, ízlés szerint citromlevet, sót és borsot. Keverd össze alaposan.
3. Wrap összeállítása:
o Terítsd ki a teljes kiőrlésű tortilla lapot egy deszkára vagy tányérra.
o Halmozd rá a madársalátát, elosztva a tortilla közepén, de hagyva egy kis helyet a széleken.
o Rétegezd rá a szeletelt kígyóuborkát és a maradék lilahagymát.
o Kanalazd a tonhalkrémet a zöldségekre.
4. Tekerd fel: Először hajtsd be a tortilla két szemközti oldalát egy kicsit, majd az alsó (hozzád közelebb eső) szélétől kezdve szorosan tekerd fel.
5. Tálalás: Azonnal fogyaszthatod, vagy félbe is vághatod átlósan a látványosabb tálalásért. Ha szállítani szeretnéd, csomagold szorosan folpackba vagy alufóliába.",https://drive.google.com/thumbnail?id=1y4CBLErri1J5rvYWxa05UjIBZcq_nao6,43,30,9,Nem skálázható,,
336,Tonhalas wrap 2.,"1. Készítsd elő a hozzávalókat: Alaposan csepegtesd le a tonhalat, a csicseriborsót, a fehérbabot és a kukoricát. A salátaleveleket mosd meg és szükség esetén tépkedd kisebb darabokra.
2. Egy közepes méretű tálban óvatosan keverd össze a lecsepegtetett tonhalat, csicseriborsót, fehérbabot és kukoricát.
3. Ízesítsd a keveréket sóval, borssal, és ha használsz, add hozzá a citromlevet és az egyéb választott fűszereket (kapor, petrezselyem, mustár). Forgasd össze finoman, hogy a tonhal ne törjön össze túlságosan.
4. Terítsd ki a teljes kiőrlésű wrap lapot egy tiszta felületre.
5. Halmozd a salátaleveleket a wrap közepére, egyenletesen elosztva.
6. Kanalazd a tonhalas-babos keveréket a salátaágyra.
7. Hajtsd be a wrap két szemközti oldalát kb. 1-2 cm szélességben, majd az alsó részétől kezdve szorosan tekerd fel.
8. Fogyaszthatod azonnal, vagy becsomagolva elteheted későbbre. Ha félbevágod, szebben tálalható.",https://drive.google.com/thumbnail?id=1B1YL7OaZeSw3RLYzqpyE8xXI-FQaBLLE,58,32,4,Nem skálázható,,
337,"Tonhalkonzerv (sós lében) salátaágyon, főtt tojással","1. Tojás főzése (ha nem előre elkészített): A tojásokat tedd hideg vízbe egy lábasba úgy, hogy a víz bőven ellepje. Forrald fel, majd a forrástól számítva főzd kb. 9-12 percig, hogy keményre főjenek. Ha kész, öblítsd le hideg vízzel, hogy könnyebb legyen megpucolni, majd pucold meg és vágd gerezdekre vagy karikákra.
2. Zöldségek előkészítése: A vegyes zöldsalátát mosd meg alaposan, majd csepegtesd le vagy szárítsd meg salátacentrifugával. A koktélparadicsomokat vágd félbe. Az uborkát mosd meg, és ízlés szerint szeleteld vékony karikákra, vágd félkarikákra vagy kisebb kockákra.
3. Tonhal előkészítése: A tonhalkonzervről gondosan csepegtesd le a sós levet.
4. Saláta összeállítása: Egy nagyobb tányéron vagy salátástálban rendezd el a vegyes zöldsalátát, hogy egyenletes ""ágyat"" képezzen.
5. Halmozd a salátaágyra a lecsöpögtetett tonhalat. Szórd rá a félbevágott koktélparadicsomokat és az uborkadarabokat.
6. Helyezd el a főtt tojásgerezdeket vagy -karikákat a saláta tetején.
7. Ízesítés (opcionális): Ízlés szerint sózhatod, borsozhatod. Meglocsolhatod egy kevés frissen facsart citromlével és/vagy extra szűz olívaolajjal, vagy használhatod a kedvenc (lehetőleg cukormentes) salátaöntetedet. Ez utóbbiak módosítják a saláta makrotápanyag-tartalmát.
8. Azonnal tálald.
Elkészítési idő: kb. 15 perc (ha a tojásokat előre megfőzzük, akkor 5-10 perc) (a felhasználó által megadott)",https://drive.google.com/thumbnail?id=1f8ZImMlVrkQ8R4fNo6533VbPOzn2wzC0,6,52,12,Skálázható,,
338,Tonhalkrém,"1. A tonhalkonzervről gondosan öntsd le a levét, a tonhalat kissé nyomkodd is ki, hogy minél kevesebb lé maradjon benne.
2. Tedd a lecsepegtetett tonhalat egy kisebb tálba.
3. Add hozzá a 10 g vegán vajat, az 1 teáskanál cukormentes mustárt és a frissen facsart citromlevet (kezdetben kevesebbet, majd ízlés szerint pótolhatod).
4. Ízesítsd egy csipet sóval (ha szükséges, kóstolás után) és frissen őrölt fekete borssal. Add hozzá a választott további fűszereket is (pl. aprított snidling, Cayenne-bors).
5. Egy villa segítségével alaposan törd össze és keverd krémes állagúra az összes hozzávalót. Ha teljesen sima krémet szeretnél, használhatsz botmixert vagy aprítógépet is, de a rusztikusabb, villával tört állag is nagyon jó.
6. Kóstold meg a tonhalkrémet, és ha szükséges, igazíts az ízesítésen: adj hozzá még citromlevet, sót, borsot vagy egyéb fűszert, amíg elégedett nem leszel az ízével.
7. Azonnal fogyasztható, de ha van időd, tedd hűtőbe legalább 15-30 percre tálalás előtt, hogy az ízek jól összeérjenek.
8. Kínáld teljes kiőrlésű pirítóssal, friss zöldségekkel (pl. uborka, paprika, répa hasábok) mártogatósnak, vagy töltsd meg vele szendvicseket.",https://drive.google.com/thumbnail?id=1ZdyLjto2TyWKIjhnG0MzxKMEXYCBXUPA,1,13,8,nem skálázható,,
339,Tonhalsaláta,"1. Készítsd elő a zöldségeket: az uborkát és a paradicsomot vágd ízlés szerinti méretű kockákra vagy szeletekre. A salátaleveleket szükség esetén mosd meg és tépkedd kisebb darabokra.
2. Egy közepes méretű tálban óvatosan keverd össze a lecsepegtetett tonhalat, kukoricát és babot.
3. Add hozzá az előkészített uborkát, paradicsomot és a salátaleveleket.
4. Ízesítsd egy csipet sóval, frissen őrölt fekete borssal és locsold meg a frissen facsart citromlével.
5. Az egészet óvatosan forgasd össze, hogy a dresszing mindenhol bevonja a salátát, de ne törd össze túlságosan a hozzávalókat.
6. Azonnal tálald frissen.",https://drive.google.com/thumbnail?id=1Zx6AnUPu-hPpeAeqez_JZvqrPQEN1-ZN,23,25,2,Skálázható,,
340,Toroskáposzta,"1. A savanyúkáposztát ízlés szerint átöblítheted hideg vízzel, ha túl savanyúnak vagy sósnak találod, majd nyomkodd ki belőle a felesleges levet. Ha szereted az erőteljesebb ízeket, az öblítés elhagyható.
2. A sertéskarajt vágd kb. 2-3 cm-es kockákra.
3. Egy közepes méretű lábasban vagy serpenyőben (amelynek van fedője) hevítsd fel a kókuszolajat közepes lángon.
4. Add hozzá a felkockázott sertéskarajt, és pirítsd meg minden oldalát aranybarnára. Ez kb. 5-7 percet vesz igénybe.
5. Húzd le a lábast a tűzről, szórd meg a húst az őrölt fűszerpaprikával, és gyorsan keverd össze, hogy a paprika ne égjen meg.
6. Add a húshoz a kinyomkodott savanyúkáposztát, a babérlevelet, a majoránnát, valamint ízlés szerint sót (óvatosan!) és frissen őrölt fekete borsot. Forgasd össze alaposan.
7. Önts alá egy kevés vizet vagy alaplevet (kb. 0,5-1 dl), hogy ellepje az alját és segítse a párolódást, különösen, ha a káposzta szárazabbnak tűnik.
8. Fedő alatt, alacsony lángon párold az ételt kb. 45-60 percig, vagy amíg a hús teljesen megpuhul és az ízek jól összeérnek. Időnként keverd meg, és ha szükséges, pótolj egy kevés folyadékot, hogy ne süljön le.
9. Amikor a hús megpuhult és a káposzta is kellemesen összeesett, vedd le a tűzről. Tálalás előtt távolítsd el a babérlevelet.
10. Friss kenyérrel, vagy önmagában is tartalmas egytálétel.",https://drive.google.com/thumbnail?id=1OzWDBSZhtB4nnNpOZI169CybErNSa7ur,11,33,24,Skálázható,,
341,Tortilla pizza,"1. Melegítsd elő a sütőt 190-200°C-ra (alsó-felső sütés vagy légkeverés). Alternatívaként egy nagyméretű, száraz serpenyőt is használhatsz fedővel.
2. Készítsd elő a feltéteket:
o A tortilla lapot helyezd egy sütőpapírral bélelt tepsire (vagy közvetlenül a rácsra a ropogósabb eredményért, de akkor figyelj, hogy a feltét ne potyogjon le). Ha serpenyőt használsz, tedd bele a hideg serpenyőbe a lapot.
o A vöröshagymát tisztítsd meg és vágd vékony karikákra vagy félkarikákra.
o A sonkát vágd csíkokra, kockákra vagy tépkedd kisebb darabokra.
o A választott zöldségeket mosd meg. A paprikát csumázd ki és vágd vékony csíkokra vagy kockákra. A gombát és a paradicsomot szeleteld fel vékonyan.
3. Kend meg a tortilla lap tetejét egyenletesen a cukormentes ketchuppal, hagyva egy kis peremet szabadon.
4. Szórd meg a ketchuppal megkent alapot a szárított oregánóval.
5. Oszd el a tortilla lapon a vöröshagyma szeleteket, a sonkát és a felszeletelt vegyes zöldségeket. Ízlés szerint enyhén sózhatod, borsozhatod a zöldségeket.
6. Sütőben: Süsd az előmelegített sütőben kb. 8-12 percig, vagy amíg a tortilla széle aranyszínű és ropogós nem lesz, a feltétek pedig kissé megsülnek és átforrósodnak.
7. Serpenyőben: Közepes lángon, fedő alatt süsd kb. 5-8 percig. Ellenőrizd többször, hogy a tortilla alja ne égjen meg, de szép ropogósra piruljon, és a feltétek átmelegedjenek.
8. Amikor elkészült, óvatosan vedd ki a sütőből vagy serpenyőből. Tálalás előtt megszórhatod friss bazsalikomlevelekkel. Azonnal, melegen szeletelve kínáld.",https://drive.google.com/thumbnail?id=1qerIFe-dxNDVM166Q-fOG_B9pdolB2Mk,38,22,6,Skálázható,,
342,Tócsni (csirkés-zöldséges verzió),"1. Zöldségek előkészítése: A burgonyát (vagy édesburgonyát) és a sárgarépát hámozd meg, majd reszeld le egy nagyobb lyukú reszelőn. Ha sok levet engedne a burgonya, enyhén nyomkodd ki. A fokhagymát pucold meg és reszeld le finomra, vagy nyomd át fokhagymanyomón. Az aprított petrezselymet és/vagy snidlinget készítsd elő.
2. Massza összeállítása: Egy közepes méretű tálban keverd össze alaposan a darált csirkemellet, a lereszelt burgonyát (vagy édesburgonyát), a lereszelt sárgarépát, az enyhén felvert tojást, a reszelt fokhagymát, valamint az aprított zöldfűszereket. Ízesítsd sóval és frissen őrölt fekete borssal. Ha a massza túl lágynak tűnik, itt adhatsz hozzá egy kevés lisztet vagy zabpehelylisztet.
3. Formázás és sütés:
o Serpenyőben: Egy nagyobb serpenyőben hevítsd fel az 1 teáskanál olajat közepes lángon. A masszából vizes kézzel formázz laposabb pogácsákat vagy tócsnikat. Tedd őket a forró olajba, és süsd mindkét oldalukat aranybarnára és ropogósra (oldalanként kb. 4-6 perc). Ne zsúfold túl a serpenyőt; süsd több adagban, ha szükséges.
o Sütőben (zsiradékszegényebb opció): Melegítsd elő a sütőt 200°C-ra. Egy sütőpapírral bélelt tepsire helyezd a megformázott tócsnikat. Enyhén megfújhatod őket olajspray-vel vagy megkenheted a tetejüket egy pici olajjal. Süsd kb. 20-25 percig, félidőben megfordítva őket, amíg átsülnek és szép színt kapnak.
4. Tálalás: A kész tócsnikat szedd papírtörlőre, hogy a felesleges zsiradékot leitassa (ha serpenyőben sültek). Melegen tálald, kínálhatsz mellé fokhagymás tejfölt, joghurtos mártogatóst vagy friss salátát.",https://drive.google.com/thumbnail?id=1r0FaIGpR0NNENh1uuQ8ghGn3DrQwq6Dw,37,45,12,nem skálázható,,
343,Tőkehalfilé Szezámos Zöldbabbal és Barna Rizs Kísérettel (Max. 5g zsiradékkal),"1. Barna rizs főzése: A gyorsfőzésű barna rizst a csomagoláson található utasítás szerint főzd meg (általában kb. 15-20 perc). Ha kész, tedd félre.
2. Tőkehalfilé elkészítése (zsiradék nélkül):
o A tőkehalfilét sózd, borsozd ízlés szerint.
o Sütőben: Helyezd sütőpapírral bélelt tepsire, és előmelegített sütőben 180-200°C-on süsd kb. 12-15 percig, amíg a hal átsül és omlós lesz.
o Vagy párolva: Párolóedényben vagy egy kevés vízzel/alaplével egy serpenyőben fedő alatt párold puhára kb. 8-12 perc alatt.
o Vagy tapadásmentes serpenyőben: Jól felhevített, jó minőségű tapadásmentes serpenyőben süsd mindkét oldalát néhány percig, amíg átsül. Szükség esetén adj alá pár csepp vizet, hogy ne tapadjon le.
3. Szezámos zöldbab elkészítése:
o A fagyasztott zöldbabot párold vagy főzd enyhén sós vízben roppanósra (kb. 5-7 perc). Ha kész, szűrd le alaposan.
o Egy tálban keverd össze a főtt zöldbabot az 1 teáskanál szezámolajjal, az 1 teáskanál szezámmaggal, a reszelt gyömbérrel és az 1 evőkanál light szójaszósszal. Ízlés szerint sózd, borsozd. (Megjegyzés: a szójaszósz is sós, így óvatosan bánj a plusz sóval.)
4. Tálalás: Tálald a sült vagy párolt tőkehalfilét a szezámos zöldbabbal és a főtt barna rizzsel.",https://drive.google.com/thumbnail?id=113xf2F17i9hQCeJFMeie7Z1NEe1Vu44A,55,47,10,Skálázható,,
